,host_id,host_acceptance_rate,host_response_rate,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,review_scores_rating,reviews_per_month,superhost_flag,host_identity_verified_flag
800,10453340,100%,100%,35.59502,-82.5454,Entire house,Entire home/apt,4,1,1.0,3.0,143.00,98.0,9.67,1,1
801,175669801,79%,100%,35.59841,-82.46546,Entire cottage,Entire home/apt,5,2,2.0,3.0,246.00,100.0,0.25,0,1
802,117926668,100%,100%,35.63323,-82.58861,Entire house,Entire home/apt,2,1,,1.0,88.00,100.0,7.45,1,1
803,165230727,100%,100%,35.45282,-82.52076,Entire house,Entire home/apt,4,1,2.0,3.0,99.00,100.0,1.98,1,1
804,175871539,98%,100%,35.60704,-82.56453,Room in bed and breakfast,Hotel room,2,1,1.0,1.0,149.00,99.0,0.58,1,1
805,175923012,99%,100%,35.56103,-82.53812,Entire bungalow,Entire home/apt,6,2,3.0,4.0,90.00,100.0,0.31,1,1
806,165107573,100%,100%,35.56821,-82.59157,Entire guest suite,Entire home/apt,4,1,1.0,1.0,97.00,100.0,7.43,1,1
807,176072701,100%,90%,35.55986,-82.51746,Entire cottage,Entire home/apt,4,2,2.0,3.0,75.00,100.0,0.14,0,1
808,7625694,86%,100%,35.59256,-82.54971,Private room in apartment,Private room,1,2,1.0,1.0,62.00,99.0,1.14,1,1
809,176087087,100%,92%,35.59741,-82.62377,Entire apartment,Entire home/apt,2,1,1.0,1.0,79.00,96.0,4.54,0,0
810,4709573,100%,100%,35.59731,-82.55268,Entire apartment,Entire home/apt,2,1,1.0,1.0,216.00,99.0,1.06,1,1
811,4709573,100%,100%,35.59731,-82.55268,Entire apartment,Entire home/apt,4,1.5,1.0,1.0,232.00,100.0,0.6,1,1
812,4709573,100%,100%,35.59731,-82.55268,Entire apartment,Entire home/apt,4,2.5,2.0,2.0,414.00,100.0,0.44,1,1
813,32651476,97%,100%,35.62238,-82.4754,Entire apartment,Entire home/apt,3,1.5,1.0,1.0,249.00,100.0,0.09,1,1
814,175669801,79%,100%,35.59938,-82.46361,Entire house,Entire home/apt,4,1,2.0,3.0,198.00,98.0,0.71,0,1
817,176828759,96%,100%,35.55229,-82.51077,Entire apartment,Entire home/apt,4,1,1.0,2.0,80.00,99.0,1.46,1,0
818,176979085,98%,96%,35.59848,-82.55506,Entire condominium,Entire home/apt,2,1.5,1.0,1.0,160.00,98.0,2.37,1,1
819,51827692,79%,83%,35.57829,-82.54654,Private room in bungalow,Private room,2,1,1.0,1.0,70.00,99.0,1.44,0,1
820,177298140,98%,100%,35.64217,-82.66047,Entire apartment,Entire home/apt,5,1,1.0,3.0,77.00,100.0,5.93,1,1
822,77589736,100%,100%,35.56321,-82.5388,Entire apartment,Entire home/apt,4,1,2.0,2.0,174.00,100.0,5.68,1,1
823,60348510,66%,80%,35.57258,-82.54744,Entire guesthouse,Entire home/apt,2,1,1.0,1.0,51.00,100.0,0.38,0,1
824,175871539,98%,100%,35.60704,-82.56453,Room in bed and breakfast,Hotel room,2,1,1.0,1.0,123.00,98.0,0.66,1,1
825,175871539,98%,100%,35.60704,-82.56453,Private room in bed and breakfast,Private room,2,1,1.0,1.0,123.00,99.0,1.04,1,1
826,175871539,98%,100%,35.60704,-82.56453,Room in bed and breakfast,Hotel room,2,1,1.0,1.0,115.00,99.0,0.41,1,1
827,175871539,98%,100%,35.60704,-82.56453,Room in bed and breakfast,Hotel room,2,1,1.0,1.0,123.00,100.0,0.29,1,1
828,175871539,98%,100%,35.60704,-82.56453,Room in bed and breakfast,Hotel room,2,1,1.0,1.0,149.00,99.0,0.64,1,1
829,175871539,98%,100%,35.60704,-82.56453,Room in bed and breakfast,Hotel room,12,6.5,6.0,6.0,808.00,97.0,0.21,1,1
830,8255241,100%,100%,35.59529,-82.53765,Entire apartment,Entire home/apt,2,1,1.0,1.0,165.00,96.0,1.03,1,1
831,34304636,100%,100%,35.63113,-82.56056,Entire apartment,Entire home/apt,4,1,2.0,2.0,142.00,99.0,11.41,1,1
832,28293820,98%,100%,35.58496,-82.57429,Entire guest suite,Entire home/apt,4,1,1.0,2.0,109.00,98.0,2.42,1,1
833,161775575,100%,100%,35.57732,-82.57823,Entire loft,Entire home/apt,2,1,1.0,1.0,100.00,99.0,5.3,1,0
834,179393643,98%,100%,35.63781,-82.57578,Entire apartment,Entire home/apt,2,1,1.0,1.0,76.00,96.0,1.29,1,1
835,179435427,94%,100%,35.46401,-82.47023,Entire guesthouse,Entire home/apt,4,1,1.0,3.0,73.00,97.0,1.78,1,0
836,179746215,100%,100%,35.57303,-82.53506,Entire apartment,Entire home/apt,2,1,1.0,1.0,115.00,100.0,5.26,1,1
837,179791169,100%,100%,35.62824,-82.59549,Entire apartment,Entire home/apt,4,1,1.0,2.0,66.00,95.0,3.69,1,0
838,162161772,81%,100%,35.57584,-82.58275,Entire house,Entire home/apt,8,2.5,3.0,3.0,255.00,98.0,0.65,0,1
839,179941669,100%,100%,35.59129,-82.54742,Entire house,Entire home/apt,4,1,2.0,2.0,208.00,96.0,2.26,1,1
842,5969793,100%,100%,35.58686,-82.57331,Entire guest suite,Entire home/apt,4,1,1.0,2.0,114.00,98.0,5.47,1,0
843,181480147,98%,96%,35.59751,-82.55339,Entire apartment,Entire home/apt,3,1,1.0,2.0,166.00,100.0,2.38,1,1
844,181660259,43%,100%,35.53297,-82.51794,Private room in house,Private room,2,1,1.0,1.0,67.00,100.0,0.21,1,0
845,47031601,100%,100%,35.61091,-82.63564,Entire guest suite,Entire home/apt,2,1,1.0,1.0,70.00,98.0,3.69,1,1
846,53922056,73%,96%,35.60221,-82.53234,Entire guest suite,Entire home/apt,4,1,1.0,2.0,175.00,96.0,2.22,0,0
847,16681970,100%,100%,35.63124,-82.60574,Private room in house,Private room,2,1,1.0,1.0,95.00,99.0,3.05,1,1
849,35012995,96%,100%,35.61128,-82.56084,Entire bungalow,Entire home/apt,4,1,2.0,2.0,160.00,97.0,1.19,1,1
850,53463254,99%,100%,35.48539,-82.4745,Entire guest suite,Entire home/apt,4,1,2.0,2.0,102.00,99.0,5.13,1,1
852,167429334,100%,100%,35.55153,-82.50604,Entire house,Entire home/apt,6,1,3.0,3.0,225.00,100.0,6.04,1,1
853,179393643,98%,100%,35.63781,-82.57578,Entire apartment,Entire home/apt,2,1,1.0,1.0,71.00,94.0,1.27,1,1
854,183715171,97%,100%,35.59848,-82.55506,Entire condominium,Entire home/apt,4,2,2.0,2.0,300.00,100.0,2.59,1,1
855,183956684,100%,100%,35.51244,-82.61329,Entire guest suite,Entire home/apt,5,1,1.0,1.0,110.00,98.0,2.11,1,1
856,184069772,97%,100%,35.55598,-82.521,Room in boutique hotel,Hotel room,4,1,1.0,2.0,84.00,92.0,0.88,0,1
857,23042006,100%,100%,35.60123,-82.48018,Entire cottage,Entire home/apt,6,1,2.0,3.0,130.00,99.0,5.66,1,1
858,40292535,99%,100%,35.57337,-82.5946,Entire apartment,Entire home/apt,2,1,,1.0,65.00,99.0,4.8,1,1
860,5305183,100%,100%,35.61266,-82.52693,Entire cottage,Entire home/apt,8,2.5,3.0,6.0,447.00,100.0,2.18,1,1
861,9018243,95%,100%,35.56746,-82.59675,Entire loft,Entire home/apt,4,1,1.0,3.0,58.00,100.0,4.84,1,1
862,76545940,17%,44%,35.60197,-82.56143,Entire house,Entire home/apt,9,3.5,5.0,5.0,250.00,100.0,0.21,0,0
864,7625694,86%,100%,35.59058,-82.54993,Private room in apartment,Private room,1,2,1.0,1.0,52.00,98.0,2.45,1,1
865,185370249,96%,100%,35.58425,-82.57564,Entire guest suite,Entire home/apt,3,2,1.0,2.0,121.00,99.0,6.96,1,1
866,12920851,94%,100%,35.60694,-82.57503,Entire apartment,Entire home/apt,3,1,,2.0,114.00,99.0,4.3,1,1
867,3028199,100%,100%,35.55934,-82.50724,Private room in house,Private room,2,1,1.0,1.0,55.00,97.0,13.87,1,1
869,151279507,100%,100%,35.61317,-82.60451,Campsite,Entire home/apt,4,0,,1.0,19.00,96.0,1.28,1,0
870,187138225,86%,92%,35.60307,-82.55073,Entire apartment,Entire home/apt,4,1,2.0,2.0,196.00,100.0,0.41,1,0
871,65408548,86%,100%,35.46937,-82.49958,Entire house,Entire home/apt,7,2,3.0,3.0,158.00,95.0,2.14,0,1
872,187473767,97%,100%,35.492,-82.53024,Entire house,Entire home/apt,4,1,1.0,1.0,76.00,99.0,6.68,1,1
873,26376755,99%,100%,35.62178,-82.55604,Entire guest suite,Entire home/apt,2,1,1.0,1.0,151.00,100.0,7.36,1,1
874,187677035,99%,100%,35.61738,-82.52434,Entire house,Entire home/apt,8,3,4.0,5.0,279.00,97.0,3.3,1,0
875,554888,98%,100%,35.57237,-82.62639,Private room in house,Private room,2,1,1.0,1.0,85.00,99.0,2.65,1,0
876,179393643,98%,100%,35.63706,-82.57474,Entire apartment,Entire home/apt,2,1,1.0,1.0,99.00,97.0,0.99,1,1
877,188042457,96%,100%,35.59834,-82.50299,Private room in house,Private room,2,1,1.0,1.0,84.00,100.0,0.17,1,0
878,72386853,97%,100%,35.59032,-82.61733,Entire house,Entire home/apt,6,2,3.0,3.0,139.00,100.0,0.16,1,1
879,10965363,95%,100%,35.58516,-82.5755,Private room in house,Private room,2,1,1.0,1.0,56.00,97.0,2.22,1,1
880,73387032,100%,100%,35.58978,-82.54795,Private room in house,Private room,2,1,1.0,1.0,115.00,100.0,4.39,1,1
881,3736218,94%,100%,35.57481,-82.55725,Private room in bed and breakfast,Private room,3,1,1.0,2.0,176.00,97.0,0.51,1,1
883,739976,100%,100%,35.57008,-82.57344,Entire guest suite,Entire home/apt,4,1,1.0,1.0,133.00,96.0,4.69,1,1
884,4213932,100%,100%,35.55456,-82.47598,Entire house,Entire home/apt,6,2.5,3.0,4.0,182.00,98.0,2.11,1,1
885,58199532,99%,100%,35.45364,-82.56957,Entire guesthouse,Entire home/apt,4,1,1.0,1.0,80.00,100.0,4.25,1,1
887,27018695,100%,100%,35.63537,-82.61624,Entire house,Entire home/apt,11,2,4.0,7.0,271.00,98.0,4.64,1,1
888,135197582,100%,100%,35.61014,-82.50365,Private room in house,Private room,5,1,1.0,1.0,40.00,96.0,6.47,1,1
889,16233515,100%,100%,35.61906,-82.58095,Entire house,Entire home/apt,6,2,3.0,3.0,157.00,98.0,3.45,1,1
890,187672,0%,0%,35.58343,-82.51317,Camper/RV,Entire home/apt,2,1,1.0,2.0,69.00,98.0,0.73,0,1
891,20537619,100%,100%,35.59784,-82.48396,Entire house,Entire home/apt,10,3.5,4.0,5.0,649.00,98.0,1.46,0,1
892,181480147,98%,96%,35.59751,-82.55339,Entire apartment,Entire home/apt,2,1,1.0,1.0,214.00,100.0,3.68,1,1
893,151279507,100%,100%,35.6135,-82.60523,Campsite,Entire home/apt,4,1,,0.0,19.00,96.0,1.36,1,0
894,109638953,98%,97%,35.59962,-82.62573,Entire house,Entire home/apt,10,3,4.0,4.0,299.00,96.0,4.46,0,1
895,190499734,97%,100%,35.53899,-82.51315,Private room in house,Private room,2,1,1.0,1.0,67.00,100.0,2.31,1,1
896,5656589,100%,100%,35.62793,-82.59408,Entire apartment,Entire home/apt,6,1,2.0,4.0,87.00,98.0,6.32,1,1
898,57560438,100%,100%,35.58926,-82.58591,Private room in house,Private room,2,1,1.0,1.0,51.00,98.0,5.04,1,0
900,16181230,100%,100%,35.623,-82.56252,Entire guest suite,Entire home/apt,4,1,,2.0,95.00,97.0,3.42,1,1
901,191878270,71%,100%,35.52746,-82.61642,Entire apartment,Entire home/apt,6,2,3.0,3.0,198.00,97.0,0.4,0,0
902,70881213,100%,100%,35.5508,-82.50582,Tiny house,Entire home/apt,3,1,2.0,2.0,79.00,100.0,5.56,1,1
903,191895274,100%,100%,35.58217,-82.60969,Entire guest suite,Entire home/apt,2,1,1.0,1.0,84.00,97.0,2.35,1,1
904,140266471,97%,100%,35.60677,-82.54383,Entire guest suite,Entire home/apt,4,1,1.0,1.0,89.00,100.0,6.87,1,1
905,176322619,100%,100%,35.56448,-82.51182,Entire guest suite,Entire home/apt,2,1,1.0,2.0,95.00,98.0,3.46,1,0
906,12391710,100%,100%,35.47401,-82.56256,Entire house,Entire home/apt,8,1,3.0,4.0,100.00,99.0,5.0,1,1
907,181480147,98%,96%,35.59751,-82.55339,Entire apartment,Entire home/apt,2,1,1.0,1.0,222.00,100.0,2.56,1,1
908,181480147,98%,96%,35.59751,-82.55339,Entire apartment,Entire home/apt,2,1,1.0,1.0,176.00,99.0,2.71,1,1
909,86592503,96%,100%,35.56687,-82.59623,Entire house,Entire home/apt,5,2,2.0,3.0,198.00,99.0,1.62,1,1
910,188042457,96%,100%,35.59686,-82.50294,Private room in guest suite,Private room,2,1,1.0,1.0,84.00,99.0,2.28,1,0
911,129553251,100%,100%,35.51045,-82.60815,Entire house,Entire home/apt,6,2,3.0,3.0,150.00,100.0,2.65,1,0
912,71812166,99%,100%,35.6272,-82.53487,Entire house,Entire home/apt,8,3.5,4.0,4.0,420.00,99.0,2.42,1,1
913,99911550,100%,100%,35.58391,-82.58892,Entire apartment,Entire home/apt,2,1,1.0,1.0,76.00,98.0,6.38,1,1
914,51841344,100%,100%,35.57107,-82.6492,Entire house,Entire home/apt,4,1.5,2.0,2.0,117.00,98.0,2.85,1,1
915,34871822,83%,100%,35.60131,-82.55993,Entire house,Entire home/apt,2,1,1.0,1.0,55.00,97.0,0.23,1,1
916,29374471,92%,100%,35.56766,-82.5924,Entire apartment,Entire home/apt,4,1,1.0,2.0,110.00,100.0,0.54,1,1
918,38149372,100%,100%,35.60544,-82.61234,Entire apartment,Entire home/apt,4,1,1.0,1.0,88.00,99.0,6.37,1,1
919,195960588,98%,100%,35.57332,-82.53829,Entire house,Entire home/apt,6,2,2.0,3.0,190.00,98.0,2.42,1,0
920,85626163,98%,100%,35.5787,-82.62206,Entire apartment,Entire home/apt,3,1,,2.0,36.00,97.0,5.23,1,1
922,196608665,100%,100%,35.60433,-82.56352,Private room in bed and breakfast,Private room,2,1,1.0,1.0,205.00,100.0,0.33,1,1
923,7625694,86%,100%,35.591,-82.55164,Private room in apartment,Private room,2,2,1.0,1.0,92.00,97.0,1.76,1,1
924,196826493,100%,100%,35.62616,-82.57115,Entire guesthouse,Entire home/apt,4,1,1.0,4.0,75.00,100.0,8.0,1,1
926,197405706,100%,100%,35.43403,-82.52393,Private room in house,Private room,3,1,1.0,1.0,43.00,99.0,3.86,1,0
927,149112188,100%,100%,35.60662,-82.60391,Entire house,Entire home/apt,4,1,1.0,1.0,150.00,99.0,5.61,1,1
928,33151095,100%,100%,35.62195,-82.60692,Entire cabin,Entire home/apt,7,1,3.0,4.0,189.00,93.0,3.04,0,1
929,33151095,100%,100%,35.62088,-82.60684,Entire guest suite,Entire home/apt,2,1,1.0,2.0,70.00,96.0,4.87,0,1
930,151279507,100%,100%,35.61372,-82.60458,Campsite,Entire home/apt,4,1,,0.0,28.00,95.0,1.02,1,0
931,90132535,100%,100%,35.58796,-82.60034,Entire house,Entire home/apt,4,2,2.0,2.0,154.00,99.0,2.48,1,0
933,33151095,100%,100%,35.62281,-82.60836,Entire cabin,Entire home/apt,10,2,4.0,6.0,250.00,96.0,2.9,0,1
934,149601167,99%,100%,35.65487,-82.47683,Entire house,Entire home/apt,6,2,2.0,3.0,165.00,94.0,1.08,0,1
935,10563672,100%,100%,35.58549,-82.55154,Private room in guest suite,Private room,2,1,1.0,1.0,90.00,99.0,3.87,1,1
936,119705912,100%,100%,35.58194,-82.49938,Entire apartment,Entire home/apt,2,1,1.0,1.0,68.00,99.0,5.56,1,1
937,198191450,100%,100%,35.586,-82.57912,Private room in house,Private room,3,1,,1.0,110.00,100.0,1.49,1,1
939,4636687,93%,100%,35.55515,-82.6514,Private room in house,Private room,2,1,1.0,1.0,42.00,98.0,2.26,1,0
940,3055097,100%,100%,35.57914,-82.59525,Entire guest suite,Entire home/apt,2,1,,1.0,95.00,97.0,1.69,0,1
941,199524912,100%,100%,35.64379,-82.64613,Entire loft,Entire home/apt,3,1,,2.0,98.00,100.0,1.31,1,1
942,21654047,98%,90%,35.48958,-82.49203,Entire house,Entire home/apt,8,2,3.0,4.0,149.00,97.0,3.06,0,1
943,151279507,100%,100%,35.61314,-82.60315,Campsite,Entire home/apt,4,1,,0.0,19.00,93.0,0.79,1,0
944,200235148,67%,100%,35.64099,-82.54448,Entire apartment,Entire home/apt,2,1,1.0,1.0,55.00,100.0,0.25,1,0
946,26002506,99%,100%,35.62105,-82.57057,Entire guest suite,Entire home/apt,2,1,1.0,1.0,66.00,100.0,5.32,1,1
947,200915871,98%,100%,35.652,-82.5268,Tiny house,Entire home/apt,2,1,,1.0,98.00,98.0,3.08,0,1
948,10077483,100%,100%,35.58262,-82.56078,Entire house,Entire home/apt,6,2.5,2.0,2.0,379.00,100.0,3.6,1,1
949,155388775,100%,100%,35.56484,-82.64761,Private room in house,Private room,2,1,1.0,1.0,41.00,97.0,2.53,1,1
950,10372880,100%,97%,35.56004,-82.50631,Entire guest suite,Entire home/apt,2,1,1.0,1.0,50.00,99.0,10.32,1,1
951,55879586,92%,100%,35.58413,-82.57231,Entire apartment,Entire home/apt,5,1,2.0,3.0,113.00,100.0,2.96,1,1
952,65408548,86%,100%,35.47067,-82.4994,Entire guesthouse,Entire home/apt,2,1,1.0,1.0,123.00,96.0,4.99,0,1
953,56052784,74%,100%,35.59842,-82.5662,Entire house,Entire home/apt,5,1,2.0,3.0,226.00,100.0,2.55,1,1
954,202460634,100%,100%,35.59638,-82.49332,Entire guest suite,Entire home/apt,4,1,1.0,2.0,74.00,100.0,6.29,1,1
956,128354253,97%,100%,35.63026,-82.58675,Entire house,Entire home/apt,8,2,3.0,6.0,239.00,100.0,2.63,1,1
957,30973282,100%,100%,35.57265,-82.57867,Entire guesthouse,Entire home/apt,3,1,,1.0,106.00,100.0,5.05,1,1
958,282321,67%,100%,35.56922,-82.60939,Entire guest suite,Entire home/apt,2,1,1.0,2.0,59.00,100.0,0.19,1,1
960,203603227,100%,90%,35.62858,-82.53551,Entire house,Entire home/apt,6,2,3.0,4.0,275.00,97.0,1.69,0,0
962,1329460,100%,100%,35.4657,-82.62325,Entire cabin,Entire home/apt,3,1.5,1.0,2.0,196.00,99.0,1.78,1,1
963,108739712,99%,100%,35.56729,-82.56598,Entire house,Entire home/apt,16,5,5.0,14.0,622.00,100.0,2.14,1,1
964,203736164,100%,100%,35.59304,-82.46964,Entire house,Entire home/apt,6,2,3.0,3.0,160.00,99.0,1.91,1,1
965,83781390,99%,100%,35.6067,-82.60414,Entire apartment,Entire home/apt,2,1,1.0,1.0,74.00,100.0,4.08,1,1
966,10453340,100%,100%,35.59544,-82.54507,Entire house,Entire home/apt,2,1,1.0,1.0,98.00,99.0,9.6,1,1
969,151397468,99%,100%,35.57256,-82.58543,Entire house,Entire home/apt,2,2,1.0,1.0,103.00,93.0,0.31,0,0
970,108739712,99%,100%,35.56834,-82.56667,Entire house,Entire home/apt,16,4.5,7.0,13.0,652.00,100.0,2.17,1,1
971,9339825,100%,100%,35.60031,-82.64394,Entire cabin,Entire home/apt,6,1,1.0,2.0,143.00,96.0,4.77,1,1
972,205982545,100%,100%,35.61701,-82.53476,Entire apartment,Entire home/apt,4,2,2.0,2.0,175.00,98.0,2.09,1,0
973,36867090,100%,100%,35.59909,-82.55549,Entire apartment,Entire home/apt,3,1,1.0,1.0,144.00,99.0,4.73,1,1
975,1675743,99%,100%,35.58601,-82.55112,Private room in house,Private room,2,1,1.0,1.0,67.00,98.0,2.86,1,1
976,21539203,100%,100%,35.59374,-82.53658,Entire apartment,Entire home/apt,5,2,2.0,2.0,213.00,100.0,0.07,1,1
977,206942994,96%,100%,35.5794,-82.60691,Entire guest suite,Entire home/apt,2,1,,1.0,79.00,98.0,5.28,1,0
978,56436566,100%,100%,35.54971,-82.50907,Entire house,Entire home/apt,7,2,2.0,3.0,136.00,98.0,5.7,1,1
979,207153062,100%,100%,35.48545,-82.51593,Entire house,Entire home/apt,10,2.5,3.0,5.0,250.00,98.0,1.88,1,0
980,352405,94%,100%,35.63788,-82.53923,Private room in bungalow,Private room,4,1,2.0,2.0,60.00,99.0,2.59,1,1
981,6845150,87%,100%,35.62059,-82.6454,Entire house,Entire home/apt,7,2,4.0,6.0,314.00,98.0,1.83,1,1
982,66779592,89%,100%,35.6036,-82.54247,Entire apartment,Entire home/apt,6,1,2.0,3.0,200.00,98.0,0.87,0,1
983,204005138,100%,100%,35.60352,-82.61175,Private room in house,Private room,2,1,1.0,1.0,39.00,98.0,7.74,1,1
984,21675154,100%,100%,35.56747,-82.56905,Entire chalet,Entire home/apt,14,4,4.0,7.0,681.00,99.0,1.85,1,1
985,6845150,87%,100%,35.619,-82.64419,Entire guest suite,Entire home/apt,6,2,3.0,7.0,296.00,97.0,0.85,1,1
986,208625969,97%,100%,35.59027,-82.58676,Private room in house,Private room,2,1,1.0,1.0,128.00,96.0,1.83,0,1
987,3552264,100%,100%,35.58131,-82.5574,Entire house,Entire home/apt,2,1.5,3.0,1.0,67.00,96.0,0.17,1,1
988,10057257,100%,100%,35.54919,-82.4805,Entire house,Entire home/apt,8,2,3.0,3.0,189.00,98.0,2.89,1,1
989,85957338,100%,100%,35.61229,-82.54008,Entire house,Entire home/apt,8,2,3.0,4.0,145.00,100.0,0.14,1,1
990,167246897,100%,100%,35.57648,-82.6085,Entire apartment,Entire home/apt,4,1,1.0,2.0,67.00,99.0,7.55,1,1
991,151397468,99%,100%,35.47231,-82.51022,Entire house,Entire home/apt,6,2,3.0,4.0,165.00,86.0,0.22,0,0
992,204005138,100%,100%,35.60353,-82.61134,Private room in house,Private room,2,1,1.0,1.0,39.00,98.0,8.56,1,1
993,63442962,95%,100%,35.55486,-82.48546,Entire guest suite,Entire home/apt,2,1,1.0,1.0,74.00,98.0,4.9,1,1
994,183106225,100%,100%,35.54735,-82.51187,Entire apartment,Entire home/apt,4,1,,2.0,80.00,98.0,2.29,1,1
995,32651476,97%,100%,35.62197,-82.47709,Private room in house,Private room,2,1.5,1.0,1.0,104.00,100.0,1.71,1,1
996,62391763,100%,100%,35.56537,-82.51756,Entire guest suite,Entire home/apt,2,1,1.0,1.0,157.00,99.0,5.15,1,0
997,185747825,100%,100%,35.59943,-82.55571,Entire condominium,Entire home/apt,3,1,1.0,1.0,74.00,100.0,0.14,0,1
998,13354770,100%,100%,35.60487,-82.57216,Entire house,Entire home/apt,2,1,,1.0,90.00,99.0,4.12,1,0
999,21265399,78%,100%,35.46672,-82.57498,Private room in house,Private room,2,1,1.0,1.0,42.00,99.0,1.03,1,1
1000,142497520,58%,100%,35.57314,-82.64605,Entire house,Entire home/apt,4,1,2.0,3.0,154.00,99.0,1.84,1,1
1001,211359508,97%,92%,35.60834,-82.54625,Private room in house,Private room,8,2.5,2.0,5.0,116.00,99.0,2.9,1,1
1002,23166224,100%,100%,35.60901,-82.55462,Entire apartment,Entire home/apt,3,1,2.0,2.0,115.00,99.0,3.78,1,0
1003,37996476,99%,100%,35.62289,-82.48232,Camper/RV,Entire home/apt,2,1,1.0,2.0,63.00,96.0,1.65,1,1
1004,175474451,80%,100%,35.51034,-82.61195,Entire house,Entire home/apt,6,2,3.0,4.0,250.00,100.0,0.1,1,1
1005,2237746,98%,100%,35.59903,-82.50601,Private room in guest suite,Private room,2,1,1.0,1.0,105.00,99.0,7.92,1,1
1006,161880781,94%,100%,35.60172,-82.55592,Entire apartment,Entire home/apt,1,1,,1.0,104.00,98.0,0.6,1,1
1007,41462506,98%,100%,35.55523,-82.50215,Entire house,Entire home/apt,5,1.5,2.0,2.0,151.00,100.0,3.78,1,1
1008,212458724,94%,100%,35.5859,-82.53803,Entire guest suite,Entire home/apt,4,1,1.0,2.0,108.00,100.0,4.99,1,1
1010,1675743,99%,100%,35.58468,-82.55086,Private room in house,Private room,1,1,1.0,1.0,52.00,98.0,3.71,1,1
1011,212612107,97%,50%,35.57737,-82.58462,Private room in house,Private room,2,2,1.0,1.0,97.00,98.0,2.12,1,1
1012,151397468,99%,100%,35.47435,-82.50341,Entire house,Entire home/apt,15,3,4.0,7.0,405.00,98.0,1.72,0,0
1013,2588066,100%,100%,35.58037,-82.54739,Private room in house,Private room,2,1,1.0,1.0,68.00,99.0,1.41,1,0
1014,186768329,100%,100%,35.61578,-82.53795,Entire guest suite,Entire home/apt,2,1,1.0,1.0,115.00,97.0,1.31,1,0
1015,213123388,97%,100%,35.55335,-82.50741,Entire guest suite,Entire home/apt,2,1,1.0,2.0,85.00,98.0,2.15,1,1
1016,125822378,99%,100%,35.57632,-82.57456,Entire apartment,Entire home/apt,2,1,1.0,1.0,100.00,98.0,4.5,1,1
1017,2307713,100%,100%,35.59477,-82.55367,Entire apartment,Entire home/apt,5,1,1.0,1.0,243.00,100.0,0.33,1,1
1018,200915871,98%,100%,35.65103,-82.52669,Tiny house,Entire home/apt,2,1,,1.0,90.00,95.0,3.56,0,1
1020,205522452,100%,100%,35.59896,-82.56041,Entire house,Entire home/apt,4,2,2.0,2.0,125.00,100.0,0.31,1,1
1021,41860840,100%,100%,35.48547,-82.51132,Entire house,Entire home/apt,4,2,2.0,2.0,204.00,98.0,2.15,1,1
1022,151279507,100%,100%,35.61172,-82.60371,Campsite,Entire home/apt,16,1,5.0,0.0,600.00,100.0,0.05,1,0
1023,94069776,100%,100%,35.64954,-82.58265,Entire bungalow,Entire home/apt,4,1,2.0,3.0,105.00,99.0,4.38,1,1
1024,53922056,73%,96%,35.60192,-82.5334,Entire guest suite,Entire home/apt,5,1,2.0,4.0,145.00,97.0,1.89,0,0
1025,72193612,99%,100%,35.59451,-82.54143,Entire house,Entire home/apt,4,1,2.0,2.0,219.00,97.0,3.66,1,1
1026,153231263,100%,100%,35.52471,-82.47441,Entire house,Entire home/apt,6,2,3.0,3.0,218.00,99.0,1.82,1,0
1027,192774336,100%,100%,35.5026,-82.60507,Entire guest suite,Entire home/apt,4,1,1.0,1.0,55.00,99.0,6.38,1,1
1029,16359857,80%,100%,35.63752,-82.53081,Entire house,Entire home/apt,2,1,1.0,0.0,53.00,100.0,0.36,1,1
1030,212612107,97%,50%,35.57792,-82.58646,Private room in house,Private room,2,2,1.0,1.0,97.00,95.0,2.0,1,1
1031,215436706,100%,100%,35.53356,-82.48416,Entire guest suite,Entire home/apt,4,1,2.0,2.0,108.00,99.0,2.02,1,0
1032,151320027,100%,100%,35.60191,-82.61019,Entire house,Entire home/apt,6,2,2.0,2.0,146.00,99.0,2.69,1,0
1035,89847496,100%,100%,35.59705,-82.47669,Entire house,Entire home/apt,6,2,3.0,3.0,164.00,98.0,2.75,1,1
1038,62303172,100%,100%,35.59369,-82.55755,Entire condominium,Entire home/apt,6,2,2.0,3.0,251.00,100.0,3.23,1,1
1039,18919617,94%,100%,35.62764,-82.53379,Entire guest suite,Entire home/apt,4,1,2.0,2.0,225.00,100.0,1.83,1,1
1040,217059764,100%,100%,35.52812,-82.51609,Entire apartment,Entire home/apt,4,1,1.0,2.0,70.00,98.0,1.55,1,0
1041,13578165,99%,100%,35.6039,-82.47118,Entire house,Entire home/apt,10,2,3.0,3.0,285.00,99.0,6.1,1,1
